Accession	Organism	Kingdom	Length	Transmembrane	Type	Fold
P82649	Bos taurus	Metazoa	359	False	-	0
Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340	False	-	1
Q84VG7	Arabidopsis thaliana	Viridiplantae	587	False	-	2
Q8WXD0	Homo sapiens	Metazoa	754	False	-	3
P30542	Homo sapiens	Metazoa	326	True	-	4
Q01852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431	False	-	0
Q8VHT6	Rattus norvegicus	Metazoa	369	False	-	1
Q9HCN4	Homo sapiens	Metazoa	374	False	-	2
O75508	Homo sapiens	Metazoa	207	True	-	3
Q9Y7Q6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147	False	-	4
B0F481	Arabidopsis thaliana	Viridiplantae	833	False	-	0
Q9P7U2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	351	False	-	1
Q6NME7	Arabidopsis thaliana	Viridiplantae	127	False	-	2
P06841	Scyliorhinus canicula	Metazoa	45	False	-	3
Q01359	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	148	False	-	4
P47119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	197	False	-	0
P39689	Mus musculus	Metazoa	159	False	-	1
Q9W261	Drosophila melanogaster	Metazoa	775	False	-	2
Q9ZST9	Pisum sativum	Viridiplantae	252	False	-	3
P82920	Bos taurus	Metazoa	87	False	-	4
P56282	Homo sapiens	Metazoa	527	False	-	0
Q6NN03	Arabidopsis thaliana	Viridiplantae	63	True	-	1
O13998	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	392	False	-	2
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327	False	-	3
Q2TAP0	Homo sapiens	Metazoa	167	False	-	4
Q03067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False	-	0
P21651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	False	-	1
Q22355	Caenorhabditis elegans	Metazoa	377	False	-	2
Q6NNI3	Arabidopsis thaliana	Viridiplantae	190	False	-	3
Q5BVD1	Homo sapiens	Metazoa	217	True	-	4
P28834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False	-	0
Q4V8P4	Rattus norvegicus	Metazoa	168	False	-	1
Q9VKV5	Drosophila melanogaster	Metazoa	319	False	-	2
O17386	Caenorhabditis elegans	Metazoa	458	True	-	3
Q9NYT0	Homo sapiens	Metazoa	353	False	-	4
Q9ZST4	Arabidopsis thaliana	Viridiplantae	196	False	-	0
P19735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899	False	-	1
O59748	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335	False	-	2
O13710	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1076	False	-	3
Q21952	Caenorhabditis elegans	Metazoa	490	False	-	4
Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False	-	0
Q08470	Drosophila pseudoobscura pseudoobscura	Metazoa	1166	False	-	1
Q21446	Caenorhabditis elegans	Metazoa	539	False	-	2
P97376	Mus musculus	Metazoa	258	False	-	3
Q42577	Arabidopsis thaliana	Viridiplantae	218	False	-	4
Q04603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196	False	-	0
Q9H7E2	Homo sapiens	Metazoa	651	False	-	1
Q14978	Homo sapiens	Metazoa	699	False	-	2
Q6UXY1	Homo sapiens	Metazoa	529	False	-	3
O74489	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	329	False	-	4
Q9CA67	Arabidopsis thaliana	Viridiplantae	467	False	-	0
P29461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750	False	-	1
Q9SJ12	Arabidopsis thaliana	Viridiplantae	240	False	-	2
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176	False	-	3
Q9V8P9	Drosophila melanogaster	Metazoa	1038	False	-	4
Q6IR42	Mus musculus	Metazoa	630	False	-	0
Q84MB5	Arabidopsis thaliana	Viridiplantae	280	True	-	1
Q96E11	Homo sapiens	Metazoa	262	False	-	2
O88844	Mus musculus	Metazoa	414	False	-	3
O94519	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	311	False	-	4
Q84N64	Arabidopsis thaliana	Viridiplantae	777	False	-	0
O75161	Homo sapiens	Metazoa	1426	False	-	1
O94258	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	978	False	-	2
O96000	Homo sapiens	Metazoa	172	False	-	3
Q9CQJ2	Mus musculus	Metazoa	290	False	-	4
O95786	Homo sapiens	Metazoa	925	False	-	0
O94328	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	141	False	-	1
Q3UNH4	Mus musculus	Metazoa	932	False	-	2
Q925N4	Mus musculus	Metazoa	235	True	-	3
P38222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	552	False	-	4
Q6A028	Mus musculus	Metazoa	585	False	-	0
Q9D842	Mus musculus	Metazoa	499	False	-	1
Q9BPX6	Homo sapiens	Metazoa	476	False	-	2
Q69K55	Oryza sativa subsp. japonica	Viridiplantae	220	False	-	3
F4I3P9	Arabidopsis thaliana	Viridiplantae	772	False	-	4
Q9SHE8	Arabidopsis thaliana	Viridiplantae	221	False	-	0
Q96BR5	Homo sapiens	Metazoa	231	False	-	1
P53968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678	False	-	2
P40692	Homo sapiens	Metazoa	756	False	-	3
Q9QY02	Rattus norvegicus	Metazoa	738	False	-	4
Q9C086	Homo sapiens	Metazoa	356	False	-	0
P48231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178	False	-	1
Q9EQ10	Rattus norvegicus	Metazoa	573	False	-	2
Q6NVU6	Homo sapiens	Metazoa	218	False	-	3
A0A075TXZ1	Penicillium expansum	Fungi	324	False	-	4
O44548	Caenorhabditis elegans	Metazoa	877	False	-	0
Q03193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	True	-	1
O74544	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	314	False	-	2
Q6ZWK4	Homo sapiens	Metazoa	172	True	-	3
Q96BN2	Homo sapiens	Metazoa	335	False	-	4
Q9ESC8	Mus musculus	Metazoa	1160	False	-	0
P38257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	691	False	-	1
G5EGP4	Caenorhabditis elegans	Metazoa	865	False	-	2
O74845	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	564	False	-	3
Q8BKY8	Mus musculus	Metazoa	385	False	-	4
Q0WR66	Arabidopsis thaliana	Viridiplantae	793	False	-	0
Q9FH37	Arabidopsis thaliana	Viridiplantae	234	False	-	1
Q07688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	False	-	2
P38205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	684	False	-	3
Q7RXU7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396	False	-	4
Q6P4A7	Homo sapiens	Metazoa	337	False	-	0
Q9LS08	Arabidopsis thaliana	Viridiplantae	344	False	-	1
P0DJI6	Mus musculus	Metazoa	106	False	-	2
Q9UHV7	Homo sapiens	Metazoa	2174	False	-	3
A7DTF0	Caenorhabditis elegans	Metazoa	337	False	-	4
Q86WR0	Homo sapiens	Metazoa	208	True	-	0
P37225	Solanum tuberosum	Viridiplantae	601	False	-	1
Q49MI3	Homo sapiens	Metazoa	558	False	-	2
P38351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445	False	-	3
F4HU58	Arabidopsis thaliana	Viridiplantae	420	False	-	4
Q9CQT6	Mus musculus	Metazoa	229	False	-	0
O75971	Homo sapiens	Metazoa	98	False	-	1
Q0WP44	Arabidopsis thaliana	Viridiplantae	1202	False	-	2
B4DJY2	Homo sapiens	Metazoa	109	True	-	3
Q1HTZ9	Aquarana catesbeiana	Metazoa	198	False	-	4
Q9V9V9	Drosophila melanogaster	Metazoa	200	False	-	0
Q9SZ42	Arabidopsis thaliana	Viridiplantae	323	False	-	1
O13601	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	494	False	-	2
Q12493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	False	-	3
Q9Z1T5	Mus musculus	Metazoa	566	False	-	4
P82922	Bos taurus	Metazoa	397	False	-	0
Q9LDC0	Arabidopsis thaliana	Viridiplantae	365	False	-	1
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97	True	-	2
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False	-	3
P39715	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212	False	-	4
P0C7T6	Mus musculus	Metazoa	687	False	-	0
O48917	Arabidopsis thaliana	Viridiplantae	477	False	-	1
O48721	Arabidopsis thaliana	Viridiplantae	321	False	-	2
D3U717	Petunia hybrida	Viridiplantae	434	False	-	3
Q9UU84	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426	False	-	4
Q3UHH1	Mus musculus	Metazoa	1832	False	-	0
Q9UGU0	Homo sapiens	Metazoa	1960	False	-	1
Q6C354	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	520	False	-	2
Q54ER9	Dictyostelium discoideum	Other	602	False	-	3
Q12068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	False	-	4
F4K2A1	Arabidopsis thaliana	Viridiplantae	571	False	-	0
P87054	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133	False	-	1
P21375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	501	False	-	2
Q9VIF5	Drosophila melanogaster	Metazoa	981	False	-	3
Q9Y508	Homo sapiens	Metazoa	228	False	-	4
P11638	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	816	False	-	0
P23326	Spinacia oleracea	Viridiplantae	159	False	-	1
O74796	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264	False	-	2
Q7Z7C8	Homo sapiens	Metazoa	310	False	-	3
Q8K480	Mus musculus	Metazoa	584	True	-	4
Q65XX7	Caenorhabditis elegans	Metazoa	262	False	-	0
Q02783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413	False	-	1
O55242	Mus musculus	Metazoa	223	True	-	2
O21619	Ovis aries	Metazoa	261	True	-	3
J7M799	Ramazzottius varieornatus	Metazoa	237	False	-	4
Q6NVG5	Mus musculus	Metazoa	214	False	-	0
P38998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	373	False	-	1
Q12381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	906	False	-	2
Q8NHV9	Homo sapiens	Metazoa	184	False	-	3
P40024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	610	False	-	4
Q10232	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	190	False	-	0
Q6EMB2	Homo sapiens	Metazoa	1281	False	-	1
Q9C757	Arabidopsis thaliana	Viridiplantae	580	True	-	2
Q9H6U6	Homo sapiens	Metazoa	928	False	-	3
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False	-	4
O82279	Arabidopsis thaliana	Viridiplantae	350	False	-	0
Q9ASW3	Arabidopsis thaliana	Viridiplantae	471	False	-	1
Q7S054	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	300	False	-	2
P54920	Homo sapiens	Metazoa	295	False	-	3
Q9NQW8	Homo sapiens	Metazoa	809	False	-	4
Q8BJA3	Mus musculus	Metazoa	419	False	-	0
A9UHW6	Homo sapiens	Metazoa	222	False	-	1
Q8NBV4	Homo sapiens	Metazoa	271	False	-	2
Q9C516	Arabidopsis thaliana	Viridiplantae	848	False	-	3
Q10666	Caenorhabditis elegans	Metazoa	438	False	-	4
Q9R1C7	Mus musculus	Metazoa	953	False	-	0
O82660	Arabidopsis thaliana	Viridiplantae	403	False	-	1
P57742	Arabidopsis thaliana	Viridiplantae	151	False	-	2
P40087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	False	-	3
Q06506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	573	False	-	4
O94916	Homo sapiens	Metazoa	1531	False	-	0
Q7S4E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	165	False	-	1
Q9M9U5	Arabidopsis thaliana	Viridiplantae	382	False	-	2
E9QDC5	Danio rerio	Metazoa	294	True	-	3
D6VTK4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431	True	-	4
Q3UYV9	Mus musculus	Metazoa	790	False	-	0
Q12734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1121	False	-	1
Q9NVR2	Homo sapiens	Metazoa	710	False	-	2
P80299	Rattus norvegicus	Metazoa	554	False	-	3
P15343	Equus caballus	Metazoa	58	False	-	4
Q9Y5Q9	Homo sapiens	Metazoa	886	False	-	0
Q9NQ33	Homo sapiens	Metazoa	181	False	-	1
Q60610	Mus musculus	Metazoa	1591	False	-	2
Q9Y3A4	Homo sapiens	Metazoa	280	False	-	3
O08586	Mus musculus	Metazoa	403	False	-	4
Q8N668	Homo sapiens	Metazoa	190	False	-	0
Q14674	Homo sapiens	Metazoa	2120	False	-	1
Q07800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427	False	-	2
Q8BG87	Mus musculus	Metazoa	1803	False	-	3
Q9SU91	Arabidopsis thaliana	Viridiplantae	336	False	-	4
Q9VLD6	Drosophila melanogaster	Metazoa	315	False	-	0
P33759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	False	-	1
P52656	Drosophila melanogaster	Metazoa	106	False	-	2
P46943	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	645	False	-	3
O42637	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	797	False	-	4
Q9M7I7	Arabidopsis thaliana	Viridiplantae	318	False	-	0
Q5XJV7	Mus musculus	Metazoa	1441	False	-	1
O75475	Homo sapiens	Metazoa	530	False	-	2
Q8IS98	Crithidia fasciculata	Other	134	False	-	3
O35826	Rattus norvegicus	Metazoa	722	False	-	4
O88484	Rattus norvegicus	Metazoa	530	False	-	0
Q10223	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	431	False	-	1
Q9M2Q6	Arabidopsis thaliana	Viridiplantae	354	False	-	2
Q9SU25	Arabidopsis thaliana	Viridiplantae	649	False	-	3
Q9H869	Homo sapiens	Metazoa	796	False	-	4
P53569	Mus musculus	Metazoa	1052	False	-	0
Q9NPG8	Homo sapiens	Metazoa	344	True	-	1
P34784	Aglaothamnion neglectum	Other	317	False	-	2
Q8N3Z6	Homo sapiens	Metazoa	543	False	-	3
P53877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	555	False	-	4
P17214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False	-	0
Q68D91	Homo sapiens	Metazoa	279	False	-	1
Q08062	Zea mays	Viridiplantae	332	False	-	2
Q96EQ9	Mus musculus	Metazoa	843	False	-	3
O60936	Homo sapiens	Metazoa	208	False	-	4
Q80WJ1	Mus musculus	Metazoa	673	False	-	0
Q9BZL6	Homo sapiens	Metazoa	878	False	-	1
O15743	Dictyostelium discoideum	Other	975	False	-	2
P18296	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1828	False	-	3
Q8R1N0	Mus musculus	Metazoa	363	False	-	4
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246	False	-	0
Q6L5B5	Oryza sativa subsp. japonica	Viridiplantae	248	False	-	1
Q584U2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	267	False	-	2
O55236	Mus musculus	Metazoa	597	False	-	3
P24391	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	349	False	-	4
P90838	Caenorhabditis elegans	Metazoa	505	False	-	0
Q8GXD9	Arabidopsis thaliana	Viridiplantae	644	False	-	1
O18017	Caenorhabditis elegans	Metazoa	988	False	-	2
Q7LDG7	Homo sapiens	Metazoa	609	False	-	3
P53318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	479	False	-	4
P41920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	False	-	0
F4KFT7	Arabidopsis thaliana	Viridiplantae	617	False	-	1
Q5H9R7	Homo sapiens	Metazoa	873	False	-	2
P32970	Homo sapiens	Metazoa	193	True	-	3
Q91ZR5	Mus musculus	Metazoa	686	False	-	4
A2AMT1	Mus musculus	Metazoa	669	False	-	0
P62331	Mus musculus	Metazoa	175	False	-	1
Q42736	Flaveria pringlei	Viridiplantae	956	False	-	2
Q9CWR0	Mus musculus	Metazoa	618	False	-	3
O95104	Homo sapiens	Metazoa	1147	False	-	4
Q12361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961	True	-	0
Q4FX73	Leishmania major	Other	264	False	-	1
Q5SYB0	Homo sapiens	Metazoa	1578	False	-	2
P51960	Mus musculus	Metazoa	751	False	-	3
P24919	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	273	False	-	4
Q12188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	680	False	-	0
Q08923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	506	False	-	1
Q8IS16	Dictyostelium discoideum	Other	604	False	-	2
P53921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115	False	-	3
Q99N89	Mus musculus	Metazoa	183	False	-	4
Q24246	Drosophila melanogaster	Metazoa	663	False	-	0
P70698	Mus musculus	Metazoa	591	False	-	1
Q21773	Caenorhabditis elegans	Metazoa	489	False	-	2
Q12509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	438	False	-	3
Q8WXX5	Homo sapiens	Metazoa	260	False	-	4
Q9H9E3	Homo sapiens	Metazoa	785	False	-	0
Q8IVS8	Homo sapiens	Metazoa	523	False	-	1
Q9BY84	Homo sapiens	Metazoa	665	False	-	2
Q9Z1P2	Rattus norvegicus	Metazoa	892	False	-	3
Q9P7M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	271	False	-	4
P53088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	359	False	-	0
O75821	Homo sapiens	Metazoa	320	False	-	1
Q5JTH9	Homo sapiens	Metazoa	1297	False	-	2
P83213	Bolinus brandaris	Metazoa	54	False	-	3
O80683	Arabidopsis thaliana	Viridiplantae	238	False	-	4
Q9NRR8	Homo sapiens	Metazoa	79	False	-	0
O75340	Homo sapiens	Metazoa	191	False	-	1
Q9SCL7	Arabidopsis thaliana	Viridiplantae	347	False	-	2
P03874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False	-	3
Q01964	Komagataella pastoris	Fungi	461	True	-	4
A3KPQ7	Danio rerio	Metazoa	1378	True	-	0
O24629	Arabidopsis thaliana	Viridiplantae	502	False	-	1
A3R064	Gallus gallus	Metazoa	426	False	-	2
Q96T49	Homo sapiens	Metazoa	567	False	-	3
Q6RVV4	Pisum sativum	Viridiplantae	316	False	-	4
Q9LU93	Arabidopsis thaliana	Viridiplantae	209	False	-	0
P42731	Arabidopsis thaliana	Viridiplantae	629	False	-	1
Q14722	Homo sapiens	Metazoa	419	False	-	2
P87052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	344	False	-	3
Q08157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	551	True	-	4
O70131	Mus musculus	Metazoa	152	True	-	0
Q04347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519	False	-	1
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182	False	-	2
P11860	Mytilus californianus	Metazoa	45	False	-	3
Q9NZQ3	Homo sapiens	Metazoa	722	False	-	4
Q92831	Homo sapiens	Metazoa	832	False	-	0
Q9HGM8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695	False	-	1
O00712	Homo sapiens	Metazoa	420	False	-	2
P04038	Bos taurus	Metazoa	74	True	-	3
P00813	Homo sapiens	Metazoa	363	False	-	4
B9F1C0	Oryza sativa subsp. japonica	Viridiplantae	1709	False	-	0
Q9UI36	Homo sapiens	Metazoa	758	False	-	1
Q9Y4E1	Homo sapiens	Metazoa	1341	False	-	2
Q5EAW4	Xenopus laevis	Metazoa	860	False	-	3
A0A1D6IEG9	Zea mays	Viridiplantae	668	False	-	4
P37382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	False	-	0
Q9JHR7	Mus musculus	Metazoa	1019	False	-	1
F4I9G2	Arabidopsis thaliana	Viridiplantae	426	False	-	2
Q40477	Nicotiana tabacum	Viridiplantae	225	False	-	3
Q9UBP6	Homo sapiens	Metazoa	276	False	-	4
Q9H079	Homo sapiens	Metazoa	304	False	-	0
Q5M731	Arabidopsis thaliana	Viridiplantae	522	False	-	1
P36046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	403	True	-	2
Q8N108	Homo sapiens	Metazoa	512	False	-	3
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False	-	4
Q9BWN1	Homo sapiens	Metazoa	585	False	-	0
Q9FX31	Arabidopsis thaliana	Viridiplantae	722	False	-	1
P53352	Gallus gallus	Metazoa	877	False	-	2
Q8NG31	Homo sapiens	Metazoa	2342	False	-	3
Q9Y803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	False	-	4
Q8TEC5	Homo sapiens	Metazoa	729	False	-	0
P46422	Arabidopsis thaliana	Viridiplantae	212	False	-	1
Q8C5S7	Mus musculus	Metazoa	591	False	-	2
Q06623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655	False	-	3
Q9UID6	Homo sapiens	Metazoa	485	False	-	4
O13684	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261	False	-	0
Q9UKA1	Homo sapiens	Metazoa	691	False	-	1
Q8K3Y6	Rattus norvegicus	Metazoa	776	False	-	2
Q2NND9	Arabidopsis thaliana	Viridiplantae	371	False	-	3
O42649	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1194	False	-	4
Q9P7K5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1098	False	-	0
P46970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1048	False	-	1
P40457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1679	False	-	2
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	False	-	3
Q92374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104	False	-	4
Q04359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	False	-	0
P22572	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453	False	-	1
Q9H4Z3	Homo sapiens	Metazoa	704	False	-	2
Q9BPY3	Homo sapiens	Metazoa	351	False	-	3
Q9H5F2	Homo sapiens	Metazoa	150	False	-	4
Q9UPI3	Homo sapiens	Metazoa	526	False	-	0
Q9C882	Arabidopsis thaliana	Viridiplantae	587	False	-	1
Q12167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	False	-	2
P53196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417	False	-	3
Q9DAD6	Mus musculus	Metazoa	137	False	-	4
P36631	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	False	-	0
Q99M04	Mus musculus	Metazoa	373	False	-	1
P86924	Trypanosoma brucei brucei	Other	416	False	-	2
P35728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	False	-	3
P81451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68	True	-	4
Q54XQ2	Dictyostelium discoideum	Other	1125	False	-	0
Q00IB6	Arabidopsis thaliana	Viridiplantae	440	False	-	1
P78753	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557	False	-	2
Q8LEG1	Arabidopsis thaliana	Viridiplantae	258	False	-	3
Q9NP77	Homo sapiens	Metazoa	194	False	-	4
Q9C0W0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409	False	-	0
P53598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	329	False	-	1
P62913	Homo sapiens	Metazoa	178	False	-	2
Q06214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False	-	3
P13002	Drosophila melanogaster	Metazoa	1333	False	-	4
P04840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283	False	-	0
Q9UT18	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591	False	-	1
Q9SZI6	Arabidopsis thaliana	Viridiplantae	352	False	-	2
A4D126	Homo sapiens	Metazoa	451	False	-	3
Q9Y5X3	Homo sapiens	Metazoa	404	False	-	4
B8ZXI1	Mus musculus	Metazoa	415	False	-	0
O00623	Homo sapiens	Metazoa	359	True	-	1
P10663	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115	False	-	2
O22682	Arabidopsis thaliana	Viridiplantae	404	False	-	3
Q12080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455	False	-	4
P93303	Arabidopsis thaliana	Viridiplantae	158	True	-	0
P48412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387	False	-	1
Q8N9A8	Homo sapiens	Metazoa	125	True	-	2
Q42512	Arabidopsis thaliana	Viridiplantae	139	False	-	3
Q16637	Homo sapiens	Metazoa	294	False	-	4
Q5XVG3	Arabidopsis thaliana	Viridiplantae	287	False	-	0
P49335	Homo sapiens	Metazoa	361	False	-	1
P29266	Rattus norvegicus	Metazoa	335	False	-	2
P56382	Mus musculus	Metazoa	52	False	-	3
P78946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126	False	-	4
Q3E7A4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109	False	-	0
Q96IL0	Homo sapiens	Metazoa	206	False	-	1
Q10573	Caenorhabditis elegans	Metazoa	1139	False	-	2
Q8IXQ6	Homo sapiens	Metazoa	854	False	-	3
B6VQ60	Caenorhabditis elegans	Metazoa	612	False	-	4
P40493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	336	False	-	0
P80680	Zea mays	Viridiplantae	97	False	-	1
P33749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False	-	2
B9EJG8	Homo sapiens	Metazoa	249	True	-	3
P49728	Chlamydomonas reinhardtii	Viridiplantae	206	True	-	4
O70404	Mus musculus	Metazoa	101	True	-	0
Q92355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1687	False	-	1
